category,dataset,model,binvox,dimension,x_rotations,z_rotations
sofa,test,sofa_0698.off,sofa_0698_32_x3_z1.binvox,32,3,1
sofa,test,sofa_0698.off,sofa_0698_32_x3_z2.binvox,32,3,2
sofa,test,sofa_0698.off,sofa_0698_32_x3_z3.binvox,32,3,3
sofa,test,sofa_0729.off,sofa_0729_32_x0_z0.binvox,32,0,0
sofa,test,sofa_0729.off,sofa_0729_32_x0_z1.binvox,32,0,1
sofa,test,sofa_0729.off,sofa_0729_32_x0_z2.binvox,32,0,2
sofa,test,sofa_0729.off,sofa_0729_32_x0_z3.binvox,32,0,3
sofa,test,sofa_0729.off,sofa_0729_32_x1_z0.binvox,32,1,0
sofa,test,sofa_0729.off,sofa_0729_32_x1_z1.binvox,32,1,1
sofa,test,sofa_0729.off,sofa_0729_32_x1_z2.binvox,32,1,2
sofa,test,sofa_0729.off,sofa_0729_32_x1_z3.binvox,32,1,3
sofa,test,sofa_0729.off,sofa_0729_32_x2_z0.binvox,32,2,0
sofa,test,sofa_0729.off,sofa_0729_32_x2_z1.binvox,32,2,1
sofa,test,sofa_0729.off,sofa_0729_32_x2_z2.binvox,32,2,2
sofa,test,sofa_0729.off,sofa_0729_32_x2_z3.binvox,32,2,3
sofa,test,sofa_0729.off,sofa_0729_32_x3_z0.binvox,32,3,0
sofa,test,sofa_0729.off,sofa_0729_32_x3_z1.binvox,32,3,1
sofa,test,sofa_0729.off,sofa_0729_32_x3_z2.binvox,32,3,2
sofa,test,sofa_0729.off,sofa_0729_32_x3_z3.binvox,32,3,3
sofa,test,sofa_0767.off,sofa_0767_32_x0_z0.binvox,32,0,0
sofa,test,sofa_0767.off,sofa_0767_32_x0_z1.binvox,32,0,1
sofa,test,sofa_0767.off,sofa_0767_32_x0_z2.binvox,32,0,2
sofa,test,sofa_0767.off,sofa_0767_32_x0_z3.binvox,32,0,3
sofa,test,sofa_0767.off,sofa_0767_32_x1_z0.binvox,32,1,0
sofa,test,sofa_0767.off,sofa_0767_32_x1_z1.binvox,32,1,1
sofa,test,sofa_0767.off,sofa_0767_32_x1_z2.binvox,32,1,2
sofa,test,sofa_0767.off,sofa_0767_32_x1_z3.binvox,32,1,3
sofa,test,sofa_0767.off,sofa_0767_32_x2_z0.binvox,32,2,0
sofa,test,sofa_0767.off,sofa_0767_32_x2_z1.binvox,32,2,1
sofa,test,sofa_0767.off,sofa_0767_32_x2_z2.binvox,32,2,2
sofa,test,sofa_0767.off,sofa_0767_32_x2_z3.binvox,32,2,3
sofa,test,sofa_0767.off,sofa_0767_32_x3_z0.binvox,32,3,0
sofa,test,sofa_0767.off,sofa_0767_32_x3_z1.binvox,32,3,1
sofa,test,sofa_0767.off,sofa_0767_32_x3_z2.binvox,32,3,2
sofa,test,sofa_0767.off,sofa_0767_32_x3_z3.binvox,32,3,3
sofa,test,sofa_0696.off,sofa_0696_32_x0_z0.binvox,32,0,0
sofa,test,sofa_0696.off,sofa_0696_32_x0_z1.binvox,32,0,1
sofa,test,sofa_0696.off,sofa_0696_32_x0_z2.binvox,32,0,2
sofa,test,sofa_0696.off,sofa_0696_32_x0_z3.binvox,32,0,3
sofa,test,sofa_0696.off,sofa_0696_32_x1_z0.binvox,32,1,0
sofa,test,sofa_0696.off,sofa_0696_32_x1_z1.binvox,32,1,1
sofa,test,sofa_0696.off,sofa_0696_32_x1_z2.binvox,32,1,2
sofa,test,sofa_0696.off,sofa_0696_32_x1_z3.binvox,32,1,3
sofa,test,sofa_0696.off,sofa_0696_32_x2_z0.binvox,32,2,0
sofa,test,sofa_0696.off,sofa_0696_32_x2_z1.binvox,32,2,1
sofa,test,sofa_0696.off,sofa_0696_32_x2_z2.binvox,32,2,2
sofa,test,sofa_0696.off,sofa_0696_32_x2_z3.binvox,32,2,3
sofa,test,sofa_0696.off,sofa_0696_32_x3_z0.binvox,32,3,0
sofa,test,sofa_0696.off,sofa_0696_32_x3_z1.binvox,32,3,1
sofa,test,sofa_0696.off,sofa_0696_32_x3_z2.binvox,32,3,2
sofa,test,sofa_0696.off,sofa_0696_32_x3_z3.binvox,32,3,3
sofa,test,sofa_0706.off,sofa_0706_32_x0_z0.binvox,32,0,0
sofa,test,sofa_0706.off,sofa_0706_32_x0_z1.binvox,32,0,1
sofa,test,sofa_0706.off,sofa_0706_32_x0_z2.binvox,32,0,2
sofa,test,sofa_0706.off,sofa_0706_32_x0_z3.binvox,32,0,3
sofa,test,sofa_0706.off,sofa_0706_32_x1_z0.binvox,32,1,0
sofa,test,sofa_0706.off,sofa_0706_32_x1_z1.binvox,32,1,1
sofa,test,sofa_0706.off,sofa_0706_32_x1_z2.binvox,32,1,2
sofa,test,sofa_0706.off,sofa_0706_32_x1_z3.binvox,32,1,3
sofa,test,sofa_0706.off,sofa_0706_32_x2_z0.binvox,32,2,0
sofa,test,sofa_0706.off,sofa_0706_32_x2_z1.binvox,32,2,1
sofa,test,sofa_0706.off,sofa_0706_32_x2_z2.binvox,32,2,2
sofa,test,sofa_0706.off,sofa_0706_32_x2_z3.binvox,32,2,3
sofa,test,sofa_0706.off,sofa_0706_32_x3_z0.binvox,32,3,0
sofa,test,sofa_0706.off,sofa_0706_32_x3_z1.binvox,32,3,1
sofa,test,sofa_0706.off,sofa_0706_32_x3_z2.binvox,32,3,2
sofa,test,sofa_0706.off,sofa_0706_32_x3_z3.binvox,32,3,3
sofa,test,sofa_0751.off,sofa_0751_32_x0_z0.binvox,32,0,0
sofa,test,sofa_0751.off,sofa_0751_32_x0_z1.binvox,32,0,1
sofa,test,sofa_0751.off,sofa_0751_32_x0_z2.binvox,32,0,2
sofa,test,sofa_0751.off,sofa_0751_32_x0_z3.binvox,32,0,3
sofa,test,sofa_0751.off,sofa_0751_32_x1_z0.binvox,32,1,0
sofa,test,sofa_0751.off,sofa_0751_32_x1_z1.binvox,32,1,1
sofa,test,sofa_0751.off,sofa_0751_32_x1_z2.binvox,32,1,2
sofa,test,sofa_0751.off,sofa_0751_32_x1_z3.binvox,32,1,3
sofa,test,sofa_0751.off,sofa_0751_32_x2_z0.binvox,32,2,0
sofa,test,sofa_0751.off,sofa_0751_32_x2_z1.binvox,32,2,1
sofa,test,sofa_0751.off,sofa_0751_32_x2_z2.binvox,32,2,2
sofa,test,sofa_0751.off,sofa_0751_32_x2_z3.binvox,32,2,3
sofa,test,sofa_0751.off,sofa_0751_32_x3_z0.binvox,32,3,0
sofa,test,sofa_0751.off,sofa_0751_32_x3_z1.binvox,32,3,1
sofa,test,sofa_0751.off,sofa_0751_32_x3_z2.binvox,32,3,2
sofa,test,sofa_0751.off,sofa_0751_32_x3_z3.binvox,32,3,3
sofa,test,sofa_0682.off,sofa_0682_32_x0_z0.binvox,32,0,0
sofa,test,sofa_0682.off,sofa_0682_32_x0_z1.binvox,32,0,1
sofa,test,sofa_0682.off,sofa_0682_32_x0_z2.binvox,32,0,2
sofa,test,sofa_0682.off,sofa_0682_32_x0_z3.binvox,32,0,3
sofa,test,sofa_0682.off,sofa_0682_32_x1_z0.binvox,32,1,0
sofa,test,sofa_0682.off,sofa_0682_32_x1_z1.binvox,32,1,1
sofa,test,sofa_0682.off,sofa_0682_32_x1_z2.binvox,32,1,2
sofa,test,sofa_0682.off,sofa_0682_32_x1_z3.binvox,32,1,3
sofa,test,sofa_0682.off,sofa_0682_32_x2_z0.binvox,32,2,0
sofa,test,sofa_0682.off,sofa_0682_32_x2_z1.binvox,32,2,1
sofa,test,sofa_0682.off,sofa_0682_32_x2_z2.binvox,32,2,2
sofa,test,sofa_0682.off,sofa_0682_32_x2_z3.binvox,32,2,3
sofa,test,sofa_0682.off,sofa_0682_32_x3_z0.binvox,32,3,0
sofa,test,sofa_0682.off,sofa_0682_32_x3_z1.binvox,32,3,1
sofa,test,sofa_0682.off,sofa_0682_32_x3_z2.binvox,32,3,2
sofa,test,sofa_0682.off,sofa_0682_32_x3_z3.binvox,32,3,3
sofa,test,sofa_0768.off,sofa_0768_32_x0_z0.binvox,32,0,0
sofa,test,sofa_0768.off,sofa_0768_32_x0_z1.binvox,32,0,1
sofa,test,sofa_0768.off,sofa_0768_32_x0_z2.binvox,32,0,2
sofa,test,sofa_0768.off,sofa_0768_32_x0_z3.binvox,32,0,3
sofa,test,sofa_0768.off,sofa_0768_32_x1_z0.binvox,32,1,0
sofa,test,sofa_0768.off,sofa_0768_32_x1_z1.binvox,32,1,1
sofa,test,sofa_0768.off,sofa_0768_32_x1_z2.binvox,32,1,2
sofa,test,sofa_0768.off,sofa_0768_32_x1_z3.binvox,32,1,3
sofa,test,sofa_0768.off,sofa_0768_32_x2_z0.binvox,32,2,0
sofa,test,sofa_0768.off,sofa_0768_32_x2_z1.binvox,32,2,1
sofa,test,sofa_0768.off,sofa_0768_32_x2_z2.binvox,32,2,2
sofa,test,sofa_0768.off,sofa_0768_32_x2_z3.binvox,32,2,3
sofa,test,sofa_0768.off,sofa_0768_32_x3_z0.binvox,32,3,0
sofa,test,sofa_0768.off,sofa_0768_32_x3_z1.binvox,32,3,1
sofa,test,sofa_0768.off,sofa_0768_32_x3_z2.binvox,32,3,2
sofa,test,sofa_0768.off,sofa_0768_32_x3_z3.binvox,32,3,3
sofa,test,sofa_0725.off,sofa_0725_32_x0_z0.binvox,32,0,0
sofa,test,sofa_0725.off,sofa_0725_32_x0_z1.binvox,32,0,1
sofa,test,sofa_0725.off,sofa_0725_32_x0_z2.binvox,32,0,2
sofa,test,sofa_0725.off,sofa_0725_32_x0_z3.binvox,32,0,3
sofa,test,sofa_0725.off,sofa_0725_32_x1_z0.binvox,32,1,0
sofa,test,sofa_0725.off,sofa_0725_32_x1_z1.binvox,32,1,1
sofa,test,sofa_0725.off,sofa_0725_32_x1_z2.binvox,32,1,2
sofa,test,sofa_0725.off,sofa_0725_32_x1_z3.binvox,32,1,3
sofa,test,sofa_0725.off,sofa_0725_32_x2_z0.binvox,32,2,0
sofa,test,sofa_0725.off,sofa_0725_32_x2_z1.binvox,32,2,1
sofa,test,sofa_0725.off,sofa_0725_32_x2_z2.binvox,32,2,2
sofa,test,sofa_0725.off,sofa_0725_32_x2_z3.binvox,32,2,3
sofa,test,sofa_0725.off,sofa_0725_32_x3_z0.binvox,32,3,0
sofa,test,sofa_0725.off,sofa_0725_32_x3_z1.binvox,32,3,1
sofa,test,sofa_0725.off,sofa_0725_32_x3_z2.binvox,32,3,2
sofa,test,sofa_0725.off,sofa_0725_32_x3_z3.binvox,32,3,3
sofa,test,sofa_0762.off,sofa_0762_32_x0_z0.binvox,32,0,0
sofa,test,sofa_0762.off,sofa_0762_32_x0_z1.binvox,32,0,1
sofa,test,sofa_0762.off,sofa_0762_32_x0_z2.binvox,32,0,2
sofa,test,sofa_0762.off,sofa_0762_32_x0_z3.binvox,32,0,3
sofa,test,sofa_0762.off,sofa_0762_32_x1_z0.binvox,32,1,0
sofa,test,sofa_0762.off,sofa_0762_32_x1_z1.binvox,32,1,1
sofa,test,sofa_0762.off,sofa_0762_32_x1_z2.binvox,32,1,2
sofa,test,sofa_0762.off,sofa_0762_32_x1_z3.binvox,32,1,3
sofa,test,sofa_0762.off,sofa_0762_32_x2_z0.binvox,32,2,0
sofa,test,sofa_0762.off,sofa_0762_32_x2_z1.binvox,32,2,1
sofa,test,sofa_0762.off,sofa_0762_32_x2_z2.binvox,32,2,2
sofa,test,sofa_0762.off,sofa_0762_32_x2_z3.binvox,32,2,3
sofa,test,sofa_0762.off,sofa_0762_32_x3_z0.binvox,32,3,0
sofa,test,sofa_0762.off,sofa_0762_32_x3_z1.binvox,32,3,1
sofa,test,sofa_0762.off,sofa_0762_32_x3_z2.binvox,32,3,2
sofa,test,sofa_0762.off,sofa_0762_32_x3_z3.binvox,32,3,3
sofa,test,sofa_0749.off,sofa_0749_32_x0_z0.binvox,32,0,0
sofa,test,sofa_0749.off,sofa_0749_32_x0_z1.binvox,32,0,1
sofa,test,sofa_0749.off,sofa_0749_32_x0_z2.binvox,32,0,2
sofa,test,sofa_0749.off,sofa_0749_32_x0_z3.binvox,32,0,3
sofa,test,sofa_0749.off,sofa_0749_32_x1_z0.binvox,32,1,0
sofa,test,sofa_0749.off,sofa_0749_32_x1_z1.binvox,32,1,1
sofa,test,sofa_0749.off,sofa_0749_32_x1_z2.binvox,32,1,2
sofa,test,sofa_0749.off,sofa_0749_32_x1_z3.binvox,32,1,3
sofa,test,sofa_0749.off,sofa_0749_32_x2_z0.binvox,32,2,0
sofa,test,sofa_0749.off,sofa_0749_32_x2_z1.binvox,32,2,1
sofa,test,sofa_0749.off,sofa_0749_32_x2_z2.binvox,32,2,2
sofa,test,sofa_0749.off,sofa_0749_32_x2_z3.binvox,32,2,3
sofa,test,sofa_0749.off,sofa_0749_32_x3_z0.binvox,32,3,0
sofa,test,sofa_0749.off,sofa_0749_32_x3_z1.binvox,32,3,1
sofa,test,sofa_0749.off,sofa_0749_32_x3_z2.binvox,32,3,2
sofa,test,sofa_0749.off,sofa_0749_32_x3_z3.binvox,32,3,3
sofa,test,sofa_0708.off,sofa_0708_32_x0_z0.binvox,32,0,0
sofa,test,sofa_0708.off,sofa_0708_32_x0_z1.binvox,32,0,1
sofa,test,sofa_0708.off,sofa_0708_32_x0_z2.binvox,32,0,2
sofa,test,sofa_0708.off,sofa_0708_32_x0_z3.binvox,32,0,3
sofa,test,sofa_0708.off,sofa_0708_32_x1_z0.binvox,32,1,0
sofa,test,sofa_0708.off,sofa_0708_32_x1_z1.binvox,32,1,1
sofa,test,sofa_0708.off,sofa_0708_32_x1_z2.binvox,32,1,2
sofa,test,sofa_0708.off,sofa_0708_32_x1_z3.binvox,32,1,3
sofa,test,sofa_0708.off,sofa_0708_32_x2_z0.binvox,32,2,0
sofa,test,sofa_0708.off,sofa_0708_32_x2_z1.binvox,32,2,1
sofa,test,sofa_0708.off,sofa_0708_32_x2_z2.binvox,32,2,2
sofa,test,sofa_0708.off,sofa_0708_32_x2_z3.binvox,32,2,3
sofa,test,sofa_0708.off,sofa_0708_32_x3_z0.binvox,32,3,0
sofa,test,sofa_0708.off,sofa_0708_32_x3_z1.binvox,32,3,1
sofa,test,sofa_0708.off,sofa_0708_32_x3_z2.binvox,32,3,2
sofa,test,sofa_0708.off,sofa_0708_32_x3_z3.binvox,32,3,3
sofa,test,sofa_0771.off,sofa_0771_32_x0_z0.binvox,32,0,0
sofa,test,sofa_0771.off,sofa_0771_32_x0_z1.binvox,32,0,1
sofa,test,sofa_0771.off,sofa_0771_32_x0_z2.binvox,32,0,2
sofa,test,sofa_0771.off,sofa_0771_32_x0_z3.binvox,32,0,3
sofa,test,sofa_0771.off,sofa_0771_32_x1_z0.binvox,32,1,0
sofa,test,sofa_0771.off,sofa_0771_32_x1_z1.binvox,32,1,1
sofa,test,sofa_0771.off,sofa_0771_32_x1_z2.binvox,32,1,2
sofa,test,sofa_0771.off,sofa_0771_32_x1_z3.binvox,32,1,3
sofa,test,sofa_0771.off,sofa_0771_32_x2_z0.binvox,32,2,0
sofa,test,sofa_0771.off,sofa_0771_32_x2_z1.binvox,32,2,1
sofa,test,sofa_0771.off,sofa_0771_32_x2_z2.binvox,32,2,2
sofa,test,sofa_0771.off,sofa_0771_32_x2_z3.binvox,32,2,3
sofa,test,sofa_0771.off,sofa_0771_32_x3_z0.binvox,32,3,0
sofa,test,sofa_0771.off,sofa_0771_32_x3_z1.binvox,32,3,1
sofa,test,sofa_0771.off,sofa_0771_32_x3_z2.binvox,32,3,2
sofa,test,sofa_0771.off,sofa_0771_32_x3_z3.binvox,32,3,3
sofa,test,sofa_0694.off,sofa_0694_32_x0_z0.binvox,32,0,0
sofa,test,sofa_0694.off,sofa_0694_32_x0_z1.binvox,32,0,1
sofa,test,sofa_0694.off,sofa_0694_32_x0_z2.binvox,32,0,2
sofa,test,sofa_0694.off,sofa_0694_32_x0_z3.binvox,32,0,3
sofa,test,sofa_0694.off,sofa_0694_32_x1_z0.binvox,32,1,0
sofa,test,sofa_0694.off,sofa_0694_32_x1_z1.binvox,32,1,1
sofa,test,sofa_0694.off,sofa_0694_32_x1_z2.binvox,32,1,2
sofa,test,sofa_0694.off,sofa_0694_32_x1_z3.binvox,32,1,3
sofa,test,sofa_0694.off,sofa_0694_32_x2_z0.binvox,32,2,0
sofa,test,sofa_0694.off,sofa_0694_32_x2_z1.binvox,32,2,1
sofa,test,sofa_0694.off,sofa_0694_32_x2_z2.binvox,32,2,2
sofa,test,sofa_0694.off,sofa_0694_32_x2_z3.binvox,32,2,3
sofa,test,sofa_0694.off,sofa_0694_32_x3_z0.binvox,32,3,0
sofa,test,sofa_0694.off,sofa_0694_32_x3_z1.binvox,32,3,1
sofa,test,sofa_0694.off,sofa_0694_32_x3_z2.binvox,32,3,2
sofa,test,sofa_0694.off,sofa_0694_32_x3_z3.binvox,32,3,3
sofa,test,sofa_0717.off,sofa_0717_32_x0_z0.binvox,32,0,0
sofa,test,sofa_0717.off,sofa_0717_32_x0_z1.binvox,32,0,1
sofa,test,sofa_0717.off,sofa_0717_32_x0_z2.binvox,32,0,2
sofa,test,sofa_0717.off,sofa_0717_32_x0_z3.binvox,32,0,3
sofa,test,sofa_0717.off,sofa_0717_32_x1_z0.binvox,32,1,0
sofa,test,sofa_0717.off,sofa_0717_32_x1_z1.binvox,32,1,1
sofa,test,sofa_0717.off,sofa_0717_32_x1_z2.binvox,32,1,2
sofa,test,sofa_0717.off,sofa_0717_32_x1_z3.binvox,32,1,3
sofa,test,sofa_0717.off,sofa_0717_32_x2_z0.binvox,32,2,0
sofa,test,sofa_0717.off,sofa_0717_32_x2_z1.binvox,32,2,1
sofa,test,sofa_0717.off,sofa_0717_32_x2_z2.binvox,32,2,2
sofa,test,sofa_0717.off,sofa_0717_32_x2_z3.binvox,32,2,3
